expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
2022-07-05,Inacom Information Systems,Inacom Information Systems,111 Davis Street  Salisbury  Maryland 21801,Business/Group/Organization,45.0000,Adams  Christopher Friends of,Media,Online Advertising,,Check,,Electoral,invoice# 194956 Website,
2022-07-19,Meta Platforms  Inc.,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,30.9300,Jasani  Salimah Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-19,Meta Platforms  Inc.,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,17.0700,Jasani  Salimah Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-06,somar comunications,SOMAR Communications,28095 three knotch rd  mechanicsville  Maryland 20659,Business/Group/Organization,3573.0000,Jones  Steven R. for Calvert County Commissioner,Media,Radio,,Check,,Electoral,,
2022-07-13,county times,County Times,43251 rewscue ln  hollywood  Maryland 20636,Business/Group/Organization,599.0000,Jones  Steven R. for Calvert County Commissioner,Media,Newspaper,,Debit Card,,Electoral,,
2022-08-23,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,,
2022-07-15,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,32.8600,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
2022-08-08,Domains Priced Right,Domains Priced Right,2150 E. Warner Road  Tempe  Arizona 85284,Business/Group/Organization,95.8800,Gahler  Jeff Committee To Elect,Media,Online Advertising,,Debit Card,,Electoral,Service Charge,
2022-07-13,Jeffrey McBride,Jeffrey McBride,1319 Stockton Road  Joppa  Maryland 21085,Individual,179.3800,Griffith  Christopher (Mike) Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
2022-07-13,Insider Management Group LLC,Insider Management Group LLC,34 W. Gordon Street  Bel Air  Maryland 21014,Business/Group/Organization,2768.6200,Griffith  Christopher (Mike) Friends of,Media,Book/Brochure Advertising,,Check,,Electoral,,
2022-07-11,CHRISTOPHER MICHAEL  GRIFFITH,CHRISTOPHER MICHAEL  GRIFFITH,P.O. Box 114  Forest Hill  Maryland 21050,Self (Candidate),62.1000,Griffith  Christopher (Mike) Friends of,Media,Online Advertising,,EFT,,Electoral,,
2022-08-15,North Harford High School Booster Club,North Harford High School Booster Club,211 Pylesville Road  Pylesville  Maryland 21132,Business/Group/Organization,350.0000,Griffith  Christopher (Mike) Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
2022-07-15,Berlin Rosen,Berlin Rosen,15 Maiden Ln  Ste 1600  New York  New York 10038,Business/Group/Organization,4600.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
2022-07-22,Berlin Rosen,Berlin Rosen,15 Maiden Ln  Ste 1600  New York  New York 10038,Business/Group/Organization,3530.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
2022-07-20,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,15000.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
2022-07-28,Ralston Lapp Ralston Lapp Guinn Media,Ralston Lapp Ralston Lapp Guinn Media,1054 31st Street  NW Suite 430  Washington  N/A  District Of Columbia 20007,Individual - Matching fund request,8455.6000,BAKER & NAVARRO FOR MARYLAND,Media,Consulting Fees - Media,,Wire Transfer,,Electoral,,
2022-08-01,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,72.0800,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
2022-08-15,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,32.8600,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
2022-08-23,Hagerstown Magazine,Hagerstown Magazine,PO Box 2415  Hagerstown  Maryland 21741,Business/Group/Organization,857.0000,Harvey  Derek Vote,Media,Newspaper,,Check,,Electoral,,
2022-07-24,Facebook,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,369.2200,Harvey  Derek Vote,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
2022-07-17,Facebook,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,400.0000,Harvey  Derek Vote,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-15,SWAY,SWAY,4350 East West Highway  Suite 350  Bethesda  Maryland 20814,Business/Group/Organization,460.0000,Brooks  Amy For Maryland,Media,Online Advertising,,Wire Transfer,,Electoral,,
2022-07-05,Antietam Broadband,Antietam broadband,1000 Willow Circle  Hagerstown  Maryland 21740,Business/Group/Organization,4002.0000,Holsinger  Jim Sheriff  Committee to elect,Media,TV,,Check,,Electoral,,
2022-07-06,APG Media,APG Media,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,995.0000,Miller  (Alfred) Al Friends of,Media,Newspaper,,Check,,Electoral,,
2022-07-07,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,,
2022-07-13,Celestial Print & Design,Celestial Print & Design,714 S Main St  North East  Maryland 21901,Business/Group/Organization,3074.6400,Miller  (Alfred) Al Friends of,Media,Book/Brochure Advertising,,Check,,Electoral,,
2022-08-12,Adam Katora,Adam Katora,1231 Gemini Dr.  Unit 1  Annapolis  Maryland 21403,Individual,580.0000,Miller  (Alfred) Al Friends of,Media,Phones / Robo calls,,Check,,Electoral,,
2022-07-07,Facebook,Facebook/Meta,1 Hacker Way Menlo Park  Menlo Park  California 94025,Business/Group/Organization,20.0000,Attar  Dalya for Baltimore,Media,Online Advertising,,Check,,Electoral,facebook ad,
2022-07-05,Google/Gmail,Google/Gmail,1600 Amphitheatre Parkway Mountain View  CA 94043  Mountain View  California 94043,Business/Group/Organization,6.3600,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,gmail fees,
2022-08-02,Google/Gmail,Google/Gmail,1600 Amphitheatre Parkway Mountain View  CA 94043  Mountain View  California 94043,Business/Group/Organization,6.3500,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,gmail fees,
2022-07-05,NGP VAN,NGP VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,265.0000,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,NGP fees,
2022-08-04,NGP VAN,NGP VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,250.0000,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,NGP fees,
2022-07-18,Ruby Lasker Designs,Ruby Lasker Designs,6702 Saginaw Cir  Baltimore  Maryland 21209,Business/Group/Organization,555.1000,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,graphic design,
2022-07-06,Speedy Graphics,Speedy Graphics,3700 Clarks Ln  Baltimore  Maryland 21215,Business/Group/Organization,22.2600,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,graphic design,
2022-07-06,Radio One,Radio One,1705 Whitehead Road  Baltimore  Maryland 21207,Business/Group/Organization,6990.0000,McCray  Cory Friends of,Media,Radio,,Check,,Electoral,,
2022-07-15,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
2022-07-21,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
2022-08-08,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,458.6800,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
2022-07-07,Go Daddy,GoDaddy,14455 Hayden Road  Scottsdale  Arizona 85260,Business/Group/Organization,42.3700,Baltimore City Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Administrative,,
2022-07-11,Wix.com,Wix.com,500 Tery A Francois Blvd Fl 6  Sanfran Cisco  Maryland 94158,Business/Group/Organization,279.8400,Baltimore City Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Administrative,,
2022-07-07,Calvert & Preston  LLC,Calvert & Preston  LLC,3108 Dunglow Rd  Baltimore  Maryland 21222,Business/Group/Organization,516.0000,Crandell  Todd Friends of,Media,Graphic Design,,Check,,Electoral,Various designs  signs  ads  etc,
2022-07-20,Adams Publishing,Adams Publishing,103 West Summer Street  Greeneville  Tennessee 37743,Business/Group/Organization,1190.0000,Crandell  Todd Friends of,Media,Newspaper,,Check,,Electoral,Eagle and Avenue ads.,
2022-07-12,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,12.7200,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,Website,
2022-07-08,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,31.8000,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
2022-08-08,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,31.8000,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
2022-08-12,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,12.7200,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
2022-07-08,Effectv,effecttv,Five Times Square  New York  New York 10031,Business/Group/Organization,5000.0000,Wills  Matt Committee to Elect,Media,TV,,Debit Card,,Electoral,,
2022-07-19,Facebook,Facebook/Meta,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,Wills  Matt Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,Facebook ads,
2022-08-01,Facebook,Facebook/Meta,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,95.9100,Wills  Matt Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,Facebook ads,
2022-08-17,Katie Smith,Katie Smith,50 Kate's Road  McHenry  Maryland 21541,Business/Group/Organization,1500.0000,Dreisbach  Mike Michael Citizens for,Media,Consulting Fees - Media,,Check,,Electoral,Social Media Consulting,
2022-08-18,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-08-19,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-08-20,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-08-20,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-08-21,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-08-23,Meta For Business,Facebook/Meta,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-07-11,Neighborhood Signs,Neighborhood Signs,6655 Amberton Drive  Suite L  Elkridge  Maryland 21075,Business/Group/Organization,863.9000,Christman  Michelle Friends for Senator,Media,Billboards / Outdoor Advertising,,Debit Card,,Electoral,,
2022-07-13,Forever Media,Forever Media,PO Box 269  Havre de Grace  Maryland 21078,Business/Group/Organization,165.0000,Christman  Michelle Friends for Senator,Media,Radio,,Debit Card,,Electoral,,
2022-07-11,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-20,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,79.1100,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-22,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,51.5000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-01,Bethesda Magazine,Bethesda Magazine,6116 Executive Blvd  Rockville  Maryland 20852,Business/Group/Organization,400.5000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-06,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5502.0000,Manger  for Montgomery,Media,Online Advertising,,EFT,,Electoral,,
2022-07-13,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5882.3500,Manger  for Montgomery,Media,Online Advertising,,EFT,,Electoral,,
2022-07-13,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5500.0000,Manger  for Montgomery,Media,Videos,,EFT,,Electoral,,
2022-08-20,Chadwick Creative,Chadwick Creative,456 Johnson Ave  Suite 202  New York  New York 11237,Business/Group/Organization,552.5000,Dykes  Jamie L. Citizens For,Media,Media - Website Development,,Check,,Electoral,,
2022-07-05,Resort Broadcasting Co.,Resort Broadcasting,P.O. Box 530  Rehoboth Beach  Delaware 19971,Business/Group/Organization,225.0000,Dykes  Jamie L. Citizens For,Media,Radio,,Check,,Electoral,,
2022-07-05,GoDaddy,GoDaddy,2155 East GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,25.3200,Konka  Paul for Delegate 42A,Media,Media - Website Development,,EFT,,Electoral,,
2022-07-20,GoDaddy,GoDaddy,2155 East GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,133.4400,Konka  Paul for Delegate 42A,Media,Media - Website Development,,EFT,,Electoral,,
2022-04-14,Community and Dan Cuda for Montgomery County Council2,Community and Dan Cuda for Montgomery County Council2,14409 Coral Gables Way  North Potomac  Maryland 20878-3802,Candidate Committee,29.0000,Cuda  Dan Community and for Montgomery County Council 2,Media,Media - Website Development,,Check,Campaign Partner,Electoral,website,
2022-08-08,FACEBOOK INC.,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,130.0000,Fava  (Raymond) Freedom For,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-07-13,FACEBOOK INC.,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,70.0000,Fava  (Raymond) Freedom For,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-07-15,NationBuilder - Stripe,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179.0000,Albert  Brian Citizens for,Media,Media - Website Development,,EFT,,Electoral,,
2022-08-15,NationBuilder - Stripe,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179.0000,Albert  Brian Citizens for,Media,Media - Website Development,,EFT,,Electoral,,
2022-07-05,Salty Social   Marketing,Salty Social   Marketing,11906 Grays Creek Drive  Berlin  Maryland 21811,Business/Group/Organization,262.5000,Worcester County Democratic Central Committee,Media,Media - Website Development,,Check,,Electoral,,
2022-07-12,Canva,Canva,75 East Santa Clara Street  San Jose  California 95113,Business/Group/Organization,12.9500,Gile  Dawn Committee to Elect,Media,Graphic Design,,EFT,,Electoral,,
2022-07-21,Northwest Voice,Northwest Voice,Post Office Box 47266  Windsor Mill  Maryland 21244,Business/Group/Organization,1395.0000,Chohan  ILyas Committee for,Media,Newspaper,,Check,,Electoral,,
2022-07-07,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),10.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-08,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),10.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-11,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-23,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),15.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-18,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-16,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-13,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-07-15,Text Magic,Text Magic,,Business/Group/Organization,99.0000,Curley  April Friends of,Media,Phones / Robo calls,,Debit Card,Text Magic,Electoral,,
2022-07-26,TEXTING FOR LESS,Texting for Less,,Business/Group/Organization,1981.2000,Curley  April Friends of,Media,Phones / Robo calls,,Debit Card,TEXTING FOR LESS,Electoral,,
2022-07-26,PATH TO VICTORY,Path to Victory,,Business/Group/Organization,1000.0000,Curley  April Friends of,Media,Online Advertising,,Debit Card,PATH TO VICTORY,Electoral,,
2022-07-05,Wordpress,Wordpress,660 4th St.  San Francisco  California 94107,Business/Group/Organization,144.0000,Gile  Dawn Committee to Elect,Media,Media - Website Development,,EFT,,Electoral,,
2022-08-12,Canva,Canva,75 East Santa Clara Street  San Jose  California 95113,Business/Group/Organization,12.9500,Gile  Dawn Committee to Elect,Media,Graphic Design,,Debit Card,,Electoral,,
2022-08-02,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),24.8500,Jozkowski  Amanda People For,Media,Media - Website Development,,Check,Wix,Electoral,,
2022-07-09,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),15.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
2022-08-03,Squarespace  Inc,SQUARESPACE INC.,225 Varick St  12th Floor  New York  New York 10014,Business/Group/Organization,20.0000,Proctor  Sarah For The People,Media,Media - Website Development,,Debit Card,,Electoral,renewal of domain name,
2022-07-08,Emmitsburg News - Journal,Emmitsburg News Journal,P.O. Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,400.0000,Valentine  William Friends of,Media,Newspaper,,Check,,Electoral,Advertisement in July edition,
2022-07-26,Celestial Print & Mail,Celestial Print & Mail,714 S Main Street  North East  Maryland 21901,Business/Group/Organization,26.5000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Graphic Design,,Debit Card,,Electoral,,
2022-08-04,Armstrong Cable Services,Armstrong Cable Services,122 S Queen Street  Rising Sun  Maryland 21911,Business/Group/Organization,17.5000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Online Advertising,,Check,,Electoral,,
2022-08-02,Cecil County Sports Blog LLC,Cecil County Sports Blog LLC,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,100.0000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Newspaper,,Debit Card,,Electoral,,
2022-08-23,Christie McDevitt,Christie McDevitt,24 S Main Street  North East  Cecil  Maryland 21901,Individual,1000.0000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Graphic Design,,Check,,Electoral,social media  mailer  flyer  billboard  newspaper design,
2022-08-01,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  CA  California 94025,Business/Group/Organization,19.5800,Hands  Zach Citizens for,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-17,ScottE Software Development,ScottE Software Development,1913 Strawberry Dr  Finksburg  Maryland 21048,Business/Group/Organization,112.5000,Hands  Zach Citizens for,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-18,Sqaure Space,Squarespace,Internet Domain  Saint Leonard  Maryland 20685,Business/Group/Organization,20.1400,Marchio (Joseph) Parents for,Media,Online Advertising,,Debit Card,Square Space,Electoral,Internet Domain,
2022-08-18,Square Space,Squarespace,Online Billing  Saint Leonard  Maryland 20685,Business/Group/Organization,20.1400,Marchio (Joseph) Parents for,Media,Online Advertising,,Debit Card,Square Space,Electoral,Webpage,
2022-07-15,McKenna Media,McKenna Media,3000 Chestnut Avenue  Suite 101  Baltimore  Maryland 21211,Business/Group/Organization,1192.5000,Maryland Opportunity Inc.,Media,TV,THOMAS PEREZ - SUPPORT,Wire Transfer,,Electoral,Television Shipping Costs,
2022-07-13,Baltimore Sun Aegis,Baltimore Sun Aegis,300 E Cromwell Street  Baltimore  Maryland 21230,Business/Group/Organization,946.0000,Esposito  Frank for Senate 35,Media,Newspaper,,Electronic Check,,Electoral,,
2022-07-15,Bank Of America,Bank Of America,P.O. Box 15284  Wilmington  Delaware 19850,Business/Group/Organization,731.7000,Esposito  Frank for Senate 35,Media,Online Advertising,,Check,,Electoral,Facebook Ads,
2022-07-25,GODADDY.COM,GoDaddy.com,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,83.9400,Stokes  Robert Friends of,Media,Media - Website Development,,Debit Card,,Electoral,recurring expense related to maintaining website,
2022-07-18,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,480.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
2022-08-04,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,275.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
2022-07-06,Greenbelt News Review,Greenbelt News Review,15 Crescent Road  Suite 100  Greenbelt  Maryland 20770,Business/Group/Organization,111.3000,Williams  Nicole A.  Friends of,Media,Newspaper,,Check,,Electoral,Advertisement.,
2022-08-15,Harriet Tubman Foundation of Howard County,Harriet Tubman Foundation of Howard County,P.O. Box 1191  n/a  Columbia  Maryland 21044,Business/Group/Organization,100.0000,Team 12A Slate,Media,Book/Brochure Advertising,,Check,,Electoral,,
2022-08-15,Lambda Omega Chapter  Alpha Kappa Alpha Sorority,Lambda Omega Chapter  Alpha Kappa Alpha Sorority,P.O. Box 99  n/a  Columbia  Maryland 21045,Business/Group/Organization,150.0000,Team 12A Slate,Media,Book/Brochure Advertising,,Check,,Electoral,,
2022-07-08,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,440.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
2022-08-01,Apple Outdoor Advertising,Apple Outdoor Advertising,950 Smile Way  York  Pennsylvania 17405,Business/Group/Organization,600.0000,Kiler  Kenneth Citizens for,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
2022-07-15,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-18,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-21,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
2022-07-21,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
2022-07-05,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
2022-07-18,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-18,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-18,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-19,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-07-20,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-08,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,44.5000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
2022-08-11,IHeart Media,IHeart Media,Circle 75 Parkway SE SUI  Atlanta  Georgia 30339,Business/Group/Organization,37499.9800,Adams  Tim(Timothy) Friends of,Media,Online Advertising,,Electronic Check,,Electoral,,
2022-07-01,Creative Print Group  Inc.,Creative Print Group,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,2268.0000,Guyton  Michele for Baltimore County,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
2022-07-14,WCBM Radio,WCBM Radio,1726 Reisterstown Road  Pikesville  Maryland 21208,Business/Group/Organization,300.0000,Wagonhurst  Rocky (Robert) Friends of,Media,Radio,,Credit Card/MasterCard,,Electoral,Production and media schedule for 12x :30 spots.,
2022-07-14,Buying Time  LLC,Buying Time,650 Massachusetts Ave.  Ste 210  Washington  District Of Columbia 20001,Business/Group/Organization,50000.0000,Bates  Ivan Friends of,Media,TV,,Wire Transfer,,Electoral,,
2022-07-20,Ohio River South,Ohio River South,115 MLK Jr. Drive SW  Suite 225A  Atlanta  Georgia 30303,Business/Group/Organization,573.4800,Bates  Ivan Friends of,Media,Phones / Robo calls,,EFT,,Electoral,,
